student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,stdnt_major,guardian,travel_time,study_time,unique_quality,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
342,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,Theatre Education,other,15 to 30 min.,2 to 5 hours,Drone racing pilot,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13
343,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,home,Theatre Arts,other,15 to 30 min.,2 to 5 hours,Graphic design guru,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14
344,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,Pre-Nursing,father,<15 min.,>10 hours,Yoga instructor,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17
345,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,home,Psychology,mother,<15 min.,<2 hours,Ethical hacker,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17
346,GP,F,18,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,home,Early Childhood Education,mother,<15 min.,2 to 5 hours,Experimental cook,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15
347,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,other,teacher,home,Engineering Studies,father,15 to 30 min.,<2 hours,Antique collector,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13
348,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,services,services,reputation,Early Childhood Education,mother,15 to 30 min.,5 to 10 hours,Brings creativity into everything,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8
349,GP,F,17,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,reputation,Early Childhood Education,mother,15 to 30 min.,5 to 10 hours,Underwater explorer,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16
350,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,health,reputation,Chemistry,father,<15 min.,>10 hours,Reliable mediator,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
351,GP,M,19,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,Mathematics and Secondary Ed,mother,15 to 30 min.,5 to 10 hours,Scrap metal sculptor,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11
352,GP,M,20,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,other,course,Psychology,other,<15 min.,<2 hours,Always goes the extra mile,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15
353,GP,M,19,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,Accounting,father,<15 min.,2 to 5 hours,Home decor designer,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11
354,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),higher education,other,teacher,home,Pre-Business,mother,<15 min.,2 to 5 hours,Underwater explorer,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11
355,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,Music Education,mother,15 to 30 min.,2 to 5 hours,Basket weaving expert,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
356,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,Psychology,father,15 to 30 min.,2 to 5 hours,Classical music connoisseur,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
357,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Psychology,mother,<15 min.,<2 hours,DIY furniture maker,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17
358,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,Music Performance,mother,<15 min.,5 to 10 hours,Macrame artist,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
359,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,services,course,Early Childhood Education,mother,15 to 30 min.,<2 hours,Drone racing pilot,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15
360,GP,F,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,services,course,Pre-Nursing,father,<15 min.,5 to 10 hours,Volleyball star,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17
361,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,Pre-Nursing,father,<15 min.,2 to 5 hours,Competitive chess player,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14
362,GP,M,19,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,course,Exercise Science,mother,15 to 30 min.,2 to 5 hours,Public speaking pro,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10
363,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,course,Music Education,mother,<15 min.,2 to 5 hours,Philosophy thinker,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13
364,GP,F,18,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,Music Education,mother,<15 min.,<2 hours,Traditional folklore researcher,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14
365,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,health,health,course,Theatre Arts,mother,<15 min.,<2 hours,Remarkable dancer,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17
366,GP,F,17,Urban,Greater than 3,Apart,higher education,secondary education,services,services,course,Engineering Studies,mother,<15 min.,2 to 5 hours,Admirable work ethic,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17
367,GP,F,17,Urban,Less than or equal to 3,Apart,secondary education,secondary education,services,other,home,Music Education,mother,<15 min.,2 to 5 hours,Wine connoisseur,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13
368,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,Theatre Arts,father,<15 min.,2 to 5 hours,Inventive thinker,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14
369,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,Theatre Arts,father,<15 min.,<2 hours,Fitness role model,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11
370,GP,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,Pre-Business,other,30 min. to 1 hour,5 to 10 hours,Karate black belt,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11
371,GP,F,19,Urban,Less than or equal to 3,Apart,primary education (4th grade),primary education (4th grade),other,other,course,Music Performance,other,30 min. to 1 hour,2 to 5 hours,Traditional folklore researcher,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9
372,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Criminal Justice,mother,<15 min.,<2 hours,Literature lover,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10
373,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Music Education,mother,<15 min.,2 to 5 hours,Electronics tinkerer,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13
374,GP,F,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,Computer Science - Systems,mother,<15 min.,5 to 10 hours,Video game developer,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10
375,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,course,French with Teacher Cert,father,<15 min.,5 to 10 hours,Culinary wizard,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17
376,GP,F,17,Urban,Less than or equal to 3,Living together,none,5th to 9th grade,at_home,at_home,home,Music Education,father,15 to 30 min.,5 to 10 hours,Drone racing pilot,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15
377,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Accounting,mother,15 to 30 min.,5 to 10 hours,Zoology enthusiast,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14
378,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,other,other,course,Music Education,mother,<15 min.,5 to 10 hours,Classical music connoisseur,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13
379,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,Computer Science - Games,mother,<15 min.,<2 hours,DIY furniture maker,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17
380,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,French with Teacher Cert,mother,>1 hour,<2 hours,Wildlife conservationist,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10
381,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,Art,mother,<15 min.,5 to 10 hours,Genealogy researcher,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13
382,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,General Studies/AS,mother,15 to 30 min.,5 to 10 hours,Creative writer,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15
383,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,Engineering Studies,mother,<15 min.,<2 hours,Global traveler,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11
384,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Biology,mother,<15 min.,>10 hours,Antique collector,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12
385,GP,M,19,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,services,home,Mathematics and Secondary Ed,other,<15 min.,<2 hours,Scrap metal sculptor,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10
386,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,Exercise Science,mother,>1 hour,2 to 5 hours,Ceramics artist,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10
387,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,higher education,at_home,other,course,Early Childhood Education,father,<15 min.,5 to 10 hours,An excellent team player,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15
388,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,Marketing,mother,<15 min.,<2 hours,Thrill-seeker,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15
389,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,home,Psychology,mother,<15 min.,2 to 5 hours,Skilled in [specific hobby],0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12
390,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Chemistry,other,<15 min.,2 to 5 hours,Public speaking pro,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12
391,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,Management,mother,15 to 30 min.,>10 hours,Remarkable dancer,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14
392,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,services,other,course,Pre-Nursing,mother,<15 min.,5 to 10 hours,Budding entrepreneur,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14
393,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,home,History and Secondary Ed,mother,<15 min.,2 to 5 hours,Always goes the extra mile,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15
394,GP,F,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,services,home,Early Childhood Education,mother,<15 min.,>10 hours,Herbalism and natural remedies advocate,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15
395,GP,F,17,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,other,home,Mathematics,mother,<15 min.,2 to 5 hours,Brings creativity into everything,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16
396,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,home,Nursing,father,<15 min.,2 to 5 hours,Nature guide,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13
397,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,higher education,services,other,home,Nursing,mother,<15 min.,2 to 5 hours,Musically talented,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17
398,GP,F,17,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,at_home,at_home,home,Pre-Nursing,father,<15 min.,2 to 5 hours,Graphic design guru,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14
399,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,other,course,Pre-Nursing,mother,<15 min.,5 to 10 hours,Avid reader and learner,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14
400,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,services,other,Pre-Nursing,mother,<15 min.,5 to 10 hours,Nature guide,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17
401,GP,M,18,Rural,Greater than 3,Living together,higher education,secondary education,teacher,services,course,Exercise Science,mother,<15 min.,5 to 10 hours,Literature lover,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17
402,GP,M,18,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,course,Nursing,mother,<15 min.,5 to 10 hours,Avid reader and learner,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14
403,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,other,reputation,Chemistry,mother,<15 min.,5 to 10 hours,Eloquent speaker,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
404,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,Chemistry,mother,15 to 30 min.,2 to 5 hours,Kite flying enthusiast,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15
405,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,reputation,Accounting,mother,<15 min.,2 to 5 hours,Creative writer,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16
406,GP,F,19,Urban,Less than or equal to 3,Apart,5th to 9th grade,secondary education,at_home,other,home,Biology,other,15 to 30 min.,<2 hours,Kite flying enthusiast,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11
407,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,at_home,home,Biology,mother,<15 min.,<2 hours,Exceptional strategist,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13
408,GP,F,21,Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,Biology,other,<15 min.,5 to 10 hours,Ice sculptor,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12
409,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,Chemistry,mother,<15 min.,2 to 5 hours,Ballet dancer,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12
410,GP,M,18,Urban,Less than or equal to 3,Apart,secondary education,higher education,other,other,reputation,Joint Enrollment - Accel,other,<15 min.,2 to 5 hours,Fitness role model,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15
411,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,Nursing,mother,<15 min.,2 to 5 hours,Experimental cook,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17
412,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,reputation,Biology,mother,<15 min.,5 to 10 hours,Skilled in [specific hobby],0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15
413,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,other,course,Criminal Justice,mother,<15 min.,2 to 5 hours,Bookbinding artist,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17
414,GP,M,21,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Music Education,other,15 to 30 min.,2 to 5 hours,Fantasy fiction writer,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10
415,GP,F,20,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,Nursing,other,15 to 30 min.,5 to 10 hours,Innovative and forward-thinking,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15
416,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,home,Applied Computer Science,other,<15 min.,<2 hours,Always goes the extra mile,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11
417,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,other,other,reputation,Applied Computer Science,mother,<15 min.,2 to 5 hours,Remarkable dancer,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18
418,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,reputation,Applied Computer Science,father,<15 min.,5 to 10 hours,Chemistry wizard,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17
419,GP,M,18,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,reputation,Management,father,<15 min.,<2 hours,Wine connoisseur,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14
420,GP,M,19,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,Management,mother,<15 min.,<2 hours,Doll making artist,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11
421,GP,F,18,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,services,other,reputation,Biology,mother,15 to 30 min.,2 to 5 hours,Tea culture enthusiast,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17
422,GP,F,20,Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,reputation,Pre-Business,mother,15 to 30 min.,<2 hours,Video game developer,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10
423,GP,F,18,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,home,Chemistry,mother,<15 min.,2 to 5 hours,Expert in multitasking,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
424,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,other,other,Music Education,father,15 to 30 min.,<2 hours,Basket weaving expert,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11
425,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Criminal Justice,mother,15 to 30 min.,2 to 5 hours,Xylophone player,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12
426,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,other,Applied Computer Science,mother,<15 min.,<2 hours,Literature lover,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10
427,MS,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,Nursing,mother,15 to 30 min.,<2 hours,Jewelry designer,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11
428,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,Biology,mother,15 to 30 min.,2 to 5 hours,Astronomy aficionado,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17
429,MS,F,15,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,home,Nursing,mother,15 to 30 min.,<2 hours,Skilled in [specific hobby],0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9
430,MS,M,16,Rural,Less than or equal to 3,Apart,higher education,higher education,at_home,other,home,Theatre Arts,mother,<15 min.,2 to 5 hours,Jewelry designer,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11
431,MS,M,16,Urban,Greater than 3,Apart,primary education (4th grade),5th to 9th grade,other,other,other,Music Education,mother,<15 min.,5 to 10 hours,Xylophone player,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
432,MS,F,17,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,other,course,Theatre Arts,father,<15 min.,2 to 5 hours,Theatre and drama artist,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10
433,MS,F,17,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,other,Management,father,<15 min.,<2 hours,Skilled coder and programmer,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7
434,MS,F,15,Rural,Greater than 3,Living together,higher education,higher education,teacher,other,course,Art,mother,15 to 30 min.,<2 hours,Video game developer,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14
435,MS,F,16,Urban,Less than or equal to 3,Apart,5th to 9th grade,5th to 9th grade,at_home,other,reputation,Marketing,mother,15 to 30 min.,>10 hours,Skilled in [specific hobby],0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11
436,MS,F,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,reputation,Pre-Nursing,father,15 to 30 min.,2 to 5 hours,Xylophone player,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10
437,MS,F,15,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,Music Performance,mother,15 to 30 min.,<2 hours,Camping and survival skills expert,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8
438,MS,F,16,Rural,Greater than 3,Living together,none,5th to 9th grade,other,other,other,French,mother,15 to 30 min.,<2 hours,Zen master,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12
439,MS,F,17,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,Early Childhood Education,mother,15 to 30 min.,<2 hours,Indie game developer,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12
440,MS,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,course,Accounting,father,15 to 30 min.,<2 hours,Budding entrepreneur,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16
441,MS,M,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,home,Psychology,mother,15 to 30 min.,2 to 5 hours,Youth mentor,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0
442,MS,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,Theatre Arts,mother,<15 min.,2 to 5 hours,Effective negotiator,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9
443,MS,M,15,Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,reputation,Theatre Arts,father,<15 min.,2 to 5 hours,Compassionate and caring,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14
444,MS,M,15,Rural,Less than or equal to 3,Living together,higher education,primary education (4th grade),health,services,reputation,Political Science,father,<15 min.,2 to 5 hours,Crypto enthusiast,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8
445,MS,M,16,Rural,Greater than 3,Living together,secondary education,higher education,other,health,other,Accounting,mother,30 min. to 1 hour,2 to 5 hours,Genealogy researcher,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11
446,MS,M,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,Biology,mother,>1 hour,2 to 5 hours,Virtuoso musician,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9
447,MS,M,15,Urban,Less than or equal to 3,Living together,secondary education,secondary education,at_home,at_home,reputation,Communication,father,<15 min.,2 to 5 hours,Traditional folklore researcher,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11
448,MS,M,17,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,other,English and Secondary Ed,mother,30 min. to 1 hour,<2 hours,Innovative and forward-thinking,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9
449,MS,F,16,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Pre-Nursing,mother,15 to 30 min.,5 to 10 hours,Effective negotiator,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17
450,MS,F,15,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,Pre-Nursing,mother,15 to 30 min.,<2 hours,Embroidery artist,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13
451,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,course,English Language/Literature,mother,30 min. to 1 hour,2 to 5 hours,Ice sculptor,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15
452,MS,M,16,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,Art,father,15 to 30 min.,2 to 5 hours,Film photography enthusiast,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11
453,MS,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Middle Grades Education,mother,30 min. to 1 hour,2 to 5 hours,Global traveler,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11
454,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,Nursing,mother,<15 min.,5 to 10 hours,Theatre and drama artist,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8
455,MS,F,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,other,services,course,Nursing,mother,<15 min.,5 to 10 hours,Superb analytical skills,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8
